TEC ID,TEC Expiry,Contract Description,Unit ID,Action Notice No.,Loadout Date,Loadout Location,Backload Date,Backload Sheet No.,Description,Size,SWL,Remarks,Status,Cert Validity,Days Offshore,Category,Type,TEC Group,Cert 1 Type,Cert 1 ID,Cert 1 Inspection Date,Cert 1 Expiry Date,Cert 2 Type,Cert 2 ID,Cert 2 Inspection Date,Cert 2 Expiry Date,Cert 3 Type,Cert 3 ID,Cert 3 Inspection Date,Cert 3 Expiry Date
EOG-03350,45624,N01.008 - Webbing Sling,EOG WB 1T SZ 94618,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 1T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03351,45624,N01.008 - Webbing Sling,EOG WB 1T SZ 94619,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 1T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03352,45624,N01.008 - Webbing Sling,EOG WB 1T SZ 94620,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 1T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03353,45624,N01.008 - Webbing Sling,EOG WB 1T SZ 94621,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 1T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03354,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94622,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03355,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94623,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03356,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94624,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03357,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94625,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03358,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94626,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03359,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94627,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03360,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94628,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03361,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94629,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 2MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03362,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94630,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03363,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94631,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03364,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94632,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03365,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94633,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03366,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94634,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03367,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94635,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03368,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94636,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03369,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94637,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 3MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03370,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94638,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 4MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03371,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94639,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 4MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03372,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94640,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 4MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03373,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94641,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 4MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03374,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94642,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 6MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03375,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94643,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 6MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03376,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94644,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 6MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03377,45624,N01.008 - Webbing Sling,EOG WB 2T SZ 94645,PAA 02/11/23,07-Dec-23,PaA,,,WEBBING SLING 2T X 6MTR,,,,,Valid,236,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03380,45666,B01.011 - Beam Clamp - 3 Ton,EOG BC 1404060,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 3 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03381,45666,B01.011 - Beam Clamp - 3 Ton,RML BC 021,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 3 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03382,45666,B01.011 - Beam Clamp - 3 Ton,TS 253051,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 3 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03383,45666,B01.011 - Beam Clamp - 3 Ton,EOG BC 19080827,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 3 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03388,45666,B01.012 - Beam Clamp - 5 Ton,EOG BC TL 19030104,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 5 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03390,45666,B01.012 - Beam Clamp - 5 Ton,EOG BC TL 19100402,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 5 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03391,45666,B01.012 - Beam Clamp - 5 Ton,TS 824842,GUDP 006/12/23,17-Jan-24,GuDP,,,BEAM CLAMP - 5 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03397,45666,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 100124/01,GUDP 006/12/23,17-Jan-24,GuDP,,,CHAIN BLOCK - 1.5 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03398,45666,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 21055245,GUDP 006/12/23,17-Jan-24,GuDP,,,CHAIN BLOCK - 1.5 TON,,,,,Valid,195,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03412,45666,B05.013 - Chain Blocks – 5 MT,EOG CHB 54462,GUDP 006/12/23,22-Jan-24,GuDP,,,CHAIN BLOCK - 5 TON,,,,,Valid,190,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03413,45666,B05.013 - Chain Blocks – 5 MT,EOG CHB 18082485,GUDP 006/12/23,22-Jan-24,GuDP,,,CHAIN BLOCK - 5 TON,,,,,Valid,190,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03414,45666,B05.013 - Chain Blocks – 5 MT,EOG CHB TS 825365,GUDP 006/12/23,22-Jan-24,GuDP,,,CHAIN BLOCK - 5 TON,,,,,Valid,190,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03419,45755,B05.013 - Chain Blocks – 5 MT,EOG CHB 825363,GUDP 003/03/24,15-Apr-24,GuDP,,,CHAIN BLOCK - 5 TON,,,,,Valid,106,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03424,45755,B05.013 - Chain Blocks – 5 MT,EOG CHB 52664,GUDP 003/03/24,15-Apr-24,GuDP,,,CHAIN BLOCK - 5 TON,,,,,Valid,106,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-03427,45491,B11.232 - Hydraulic Pump Pack (Hydraulic Torque),BS 4818,,22-Jan-24,GuE,,,HYDRAULIC PUMP PACK (HYDRAULIC TORQUE),,,,,Non-Expiring,190,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-03428,45617,N01.013 - Gas Cylinder Rack,BR 8089,GUB 03/11/23,15-Jan-24,GuB,,,CYLINDER RACK C/W 4 LEGGED SLING,,,,,Valid,197,Non-Chargeable,Expiring,Cargo Handling and Lifting,,,,,,,,,,,,
EOG-03429,45608,N01.017 - Oxygen Gas C/W Cylinder,4042,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,Valid,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03430,45608,N01.017 - Oxygen Gas C/W Cylinder,4189,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,Valid,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03431,45580,N01.017 - Oxygen Gas C/W Cylinder,4114,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,< 12 weeks,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03432,45580,N01.017 - Oxygen Gas C/W Cylinder,4510,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,< 12 weeks,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03433,45580,N01.017 - Oxygen Gas C/W Cylinder,4241,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,< 12 weeks,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03434,45580,N01.017 - Oxygen Gas C/W Cylinder,4451,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,< 12 weeks,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03435,45580,N01.017 - Oxygen Gas C/W Cylinder,4239,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,< 12 weeks,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03436,45580,N01.017 - Oxygen Gas C/W Cylinder,4483,GUB 03/11/23,15-Jan-24,GuB,,,OXYGEN GAS CYLINDER,,,,,< 12 weeks,197,Non-Chargeable,Expiring,Pressure Equipment,,,,,,,,,,,,
EOG-03437,45665,N01.007 - Wire Single Sling,TS 982706,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03438,45665,N01.007 - Wire Single Sling,TS 982707,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03439,45665,N01.007 - Wire Single Sling,TS 982708,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03440,45665,N01.007 - Wire Single Sling,TS 982709,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03441,45665,N01.007 - Wire Single Sling,TS 982710,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03442,45665,N01.007 - Wire Single Sling,TS 982711,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03443,45665,N01.007 - Wire Single Sling,TS 982712,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03444,45665,N01.007 - Wire Single Sling,TS 982713,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 13MM X 2M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03445,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86688,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03446,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86689,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03447,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86690,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03448,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86691,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03449,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86692,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03450,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86693,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03451,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86694,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03452,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86695,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03453,45665,N01.007 - Wire Single Sling,EOG WR 16MM GL 86696,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 16MM X 2.6M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03460,45667,N01.007 - Wire Single Sling,SZ 96040,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 1M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03461,45667,N01.007 - Wire Single Sling,SZ 96041,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 1M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03462,45667,N01.007 - Wire Single Sling,SZ 96042,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 1M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03463,45665,N01.007 - Wire Single Sling,EOG WR 20MM GL 86697,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 3M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03464,45665,N01.007 - Wire Single Sling,EOG WR 20MM GL 86698,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 3M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03465,45665,N01.007 - Wire Single Sling,EOG WR 20MM GL 86699,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 3M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03466,45665,N01.007 - Wire Single Sling,EOG WR 20MM GL 86700,GUDP 007/12/23,22-Jan-24,GuDP,,,SINGLE WIRE SLING 20MM X 3M,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03474,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95044,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 2MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03475,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95045,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 2MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03476,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95046,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 2MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03477,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95047,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 2MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03478,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95048,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 2MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03479,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95948,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03480,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95949,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03481,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95950,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03482,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95951,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03483,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95952,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03484,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95953,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03485,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95954,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03486,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95955,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03487,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95956,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03489,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95049,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 3MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03490,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95050,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 3MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03491,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95051,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 3MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03492,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95052,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 3MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03493,45631,N01.008 - Webbing Sling,EOG WB 2T SZ 95053,GUB 03/11/23,15-Jan-24,GuB,,,WEBBING SLING 2T X 3MTR,,,,,Valid,197,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03494,45665,N01.008 - Webbing Sling,EOG WB 2T SZ 95958,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 2T X 3MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03499,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95945,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03500,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95946,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03501,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95947,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 2MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03504,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95941,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 3MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03505,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95942,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 3MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03506,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95943,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 3MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03507,45665,N01.008 - Webbing Sling,EOG WB 3T SZ 95944,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 3MTR,,,,,Valid,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03513,45561,N01.008 - Webbing Sling,EOG WB GL 83963,GUDP 007/12/23,22-Jan-24,GuDP,,,WEBBING SLING 3T X 3MTR,,,,,< 12 weeks,190,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-03524,45716,"B04.019 - High Pressure Water Jet Cleaner, Cold Water",UDPS/E/AWJ-02,,19-Apr-24,GuA,,,WATER JET,,,,,Non-Expiring,102,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-03526,,N01.025 - Walkie Talkie,UDPS/E/WT 05,,22-Jan-24,GuDP,,,WALKIE TALKIE C/W CHARGER & HANDFREE,,,,,Non-Expiring,190,Non-Chargeable,Non-Expiring,Miscellaneous,,,,,,,,,,,,
EOG-03527,,N01.025 - Walkie Talkie,UDPS/E/WT 07,,22-Jan-24,GuDP,,,WALKIE TALKIE C/W CHARGER & HANDFREE,,,,,Non-Expiring,190,Non-Chargeable,Non-Expiring,Miscellaneous,,,,,,,,,,,,
